1,กรุงเทพมหานคร,1,พระนคร,บริเวณที่จอดรถของสำนักงานเขตพระนคร
1,กรุงเทพมหานคร,1,ป้อมปราบศัตรูพ่าย,บริเวณสำนักงานเขตป้อมปราบศัตรูพ่าย
1,กรุงเทพมหานคร,1,สัมพันธวงศ์,บริเวณที่จอดรถของสำนักงานเขตสัมพันธวงศ์
1,กรุงเทพมหานคร,1,ดุสิต,โรงเรียนสุโขทัย เขตดุสิต
1,กรุงเทพมหานคร,2,ปทุมวัน,โรงเรียนวัดชัยมงคล
1,กรุงเทพมหานคร,2,บางรัก,ลานจอดรถด้านหลังสำนักงานเขตบางรัก
1,กรุงเทพมหานคร,2,สาธร,บริเวณสำนักงานเขตสาธร
1,กรุงเทพมหานคร,3,บางคอแหลม,ใต้อาคารสงเคราะห์ขา้ราชการและลูกจา้งประจำของกรุงเทพมหานคร
1,กรุงเทพมหานคร,3,ยานนาวา,บริเวณสำนักงานเขตยานนาวา
1,กรุงเทพมหานคร,4,คลองเตย,บริเวณสำนักงานเขตคลองเตย
1,กรุงเทพมหานคร,4,วัฒนา,โรงเรียนวัดธาตุทอง และบริเวณลานจอดรถวัดธาตุทอง
1,กรุงเทพมหานคร,5,ดินแดง,ศูนย์เยาวชนกรุงเทพมหานคร (ไทย-ญี่ปนุ่ดินแดง)
1,กรุงเทพมหานคร,5,ห้วยขวาง,บริเวณสำนักงานเขตห้วยขวาง
1,กรุงเทพมหานคร,6,พญาไท,อาคารลานเอนกประสงค์ กรมประชาสัมพันธ์ ถนนพระรามหก
1,กรุงเทพมหานคร,6,ราชเทวี,บริเวณลานจอดรถอาคารสำนักงานเขตราชเทวี
1,กรุงเทพมหานคร,6,จตุจกัร,ลานโครงการบ๊อกซ์ สเปส ด้านหลังสำนักงานเขตจตุจกัร
1,กรุงเทพมหานคร,7,บางซื่อ,บริเวณสำนักงานเขตบางซื่อ
1,กรุงเทพมหานคร,8,ลาดพร้าว,บริเวณสำนักงานเขตลาดพร้าว
1,กรุงเทพมหานคร,8,วังทองหลาง,บริเวณสำนักงานเขตวังทองหลาง
1,กรุงเทพมหานคร,9,หลักสี่,บริเวณสำนักงานเขตหลักสี่
1,กรุงเทพมหานคร,10,ดอนเมือง,เต๊นท์บริเวณลานจอดรถยนต์สำนักงานเขตดอนเมือง ถนนเชิดวุฒากาศ
1,กรุงเทพมหานคร,11,สายไหม,เต๊นท์บริเวณลานจอดรถสำนักงานเขตสายไหม
1,กรุงเทพมหานคร,12,บางเขน,บริเวณสถานที่จอดรถ สำนักงานเขตบางเขน
1,กรุงเทพมหานคร,13,บางกะปิ,บริเวณโรงเรียนมัธยมบ้านบางกะปิ และโรงเรียนบ้านบางกะปิ
1,กรุงเทพมหานคร,14,บึงกุ่ม,บริเวณลานจอดรถ สำนักงานเขตบึงกุ่ม
1,กรุงเทพมหานคร,15,มีนบุรี,เต็นท์บริเวณลานจอดรถห้างไทวัสดุ ถนนรามคำแหง
1,กรุงเทพมหานคร,15,คันนายาว,เต็นท์บริเวณสำนักงานเขตคันนายาว
1,กรุงเทพมหานคร,16,คลองสามวา,บริเวณลานจอดรถ สำนักงานเขตคลองสามวา
1,กรุงเทพมหานคร,17,หนองจอก,บริเวณลานจอดรถ สำนักงานเขตหนองจอก
1,กรุงเทพมหานคร,18,ลาดกระบัง,บริเวณสำนักงานเขตลาดกระบัง
1,กรุงเทพมหานคร,19,สะพานสูง,บริเวณสำนักงานเขตสะพานสูง
1,กรุงเทพมหานคร,19,ประเวศ,บริเวณลานจอดรถ สำนักงานเขตประเวศ
1,กรุงเทพมหานคร,20,สวนหลวง,บริเวณสำนักงานเขตสวนหลวง
1,กรุงเทพมหานคร,21,บางนา,บริเวณลานจอดรถ สำนักงานเขตบางนา
1,กรุงเทพมหานคร,21,พระโขนง,บริเวณสำนักงานเขตพระโขนง
1,กรุงเทพมหานคร,22,คลองสาน,บริเวณสำนักงานเขตคลองสาน
1,กรุงเทพมหานคร,22,บางกอกใหญ่,บริเวณโรงเรียนทวีธาภิเศก
1,กรุงเทพมหานคร,22,ธนบุรี,ศูนย์เยาวชนวัดเวฬุราชิณ เขตธนบุรี
1,กรุงเทพมหานคร,23,จอมทอง,ลานอเนกประสงค์ สำนักงานเขตจอมทอง
1,กรุงเทพมหานคร,24,ราษฎร์บูรณะ,เต็นท์บริเวณสำนักงานเขตราษฎร์บูรณะ
1,กรุงเทพมหานคร,24,ทุ่งครุ,เต็นท์บริเวณสำนักงานเขตทุ่งครุ
1,กรุงเทพมหานคร,25,บางขนุเทียน,บริเวณสวนพักผ่อนเซ็นทรัลพาร์ค สาขาพระราม 2
1,กรุงเทพมหานคร,26,บางบอน,บริเวณอาคารสำนักงานเขตบางบอน
1,กรุงเทพมหานคร,27,ทวีวัฒนา,บริเวณสำนักงานเขตทวีวัฒนา
1,กรุงเทพมหานคร,27,หนองแขม,บริเวณสำนักงานเขตหนองแขม
1,กรุงเทพมหานคร,28,บางแค,เต็นท์บริเวณลานจอดรถหน้าสำนักงานเขตบางแค
1,กรุงเทพมหานคร,29,ภาษีเจริญ,บริเวณลานจอดรถด้านหลังอาคารสำนักงานเขตภาษีเจริญ
1,กรุงเทพมหานคร,29,ตลิ่งชัน,บริเวณสำนักงานเขตตลิ่งชัน
1,กรุงเทพมหานคร,30,บางพลัด,ลานจอดรถสำนักงานเขตบางพลัด
1,กรุงเทพมหานคร,30,บางกอกน้อย,สำนักงานเขตบางกอกน้อย
2,กระบี่,1,เมืองกระบี่,หอประชุมโรงเรียนอนุบาลกระบ ี่(ท่าเรือ)
2,กระบี่,2,คลองท่อม,หอประชุมโรงเรียนคลองท่อมราษฎร์รังสรรค์
3,กาญจนบุรี,1,เมืองกาญจนบุรี,หอประชุมกำนัน-ผู้ใหญ่บ้าน อำเภอเมืองกาญจนบุรี
3,กาญจนบุรี,2,ท่าม่วง,หอประชุมอำเภอท่าม่วง (สโมสรอำเภอท่าม่วง)
3,กาญจนบุรี,3,ท่ามะกา,ศาลาประชาคมอำเภอท่ามะกา
3,กาญจนบุรี,4,เลาขวัญ,ศาลาประชาคมอำเภอเลาขวัญ
3,กาญจนบุรี,5,ทองผาภูมิ,หอประชุมอำเภอทองผาภูมิ
4,กาฬสินธุ์,1,เมืองกาฬสินธุ์,หอประชุมเฉลิมพระเกยีรติ 80 พรรษา มหาราชา
4,กาฬสินธุ์,2,ยางตลาด,หอประชุมอำเภอยางตลาด
4,กาฬสินธุ์,3,หนองกงุศรี,หอประชุมอำเภอหนองกงุศรี
4,กาฬสินธุ์,4,สมเด็จ,หอประชุมอำเภอสมเด็จ
4,กาฬสินธุ์,5,กฉุนารายณ์ิ,หอประชุมอำเภอกฉุนารายณ์ิ
5,กำแพงเพชร,1,เมืองกำแพงเพชร,ชั้นล่างอาคารเรียนโรงเรียนองค์การบริหารส่วนจงัหวัดกำแพงเพชร
5,กำแพงเพชร,2,พรานกระต่าย,หอประชุมอำเภอพรานกระต่าย
5,กำแพงเพชร,3,คลองขลุง,หอประชุมอำเภอคลองขลุง
5,กำแพงเพชร,4,ขาณุวรลักษบุรี,หอประชุมเฉลิมพระเกยีรติ 80 พรรษา อำเภอขาณุวรลักษบุรี
6,ขอนแกน่,1,เมืองขอนแกน่,สนามกฬีาจงัหวัดขอนแกน่
6,ขอนแกน่,2,เมืองขอนแกน่,หอประชุมโรงเรียนขามแกน่นคร
6,ขอนแกน่,3,น้ำพอง,หอประชุมอำเภอน้ำพอง
6,ขอนแกน่,4,อบุลรัตน์,หอประชุมอำเภออบุลรัตน์
6,ขอนแกน่,5,ภูเวียง,หอประชุมอำเภอภูเวียง
6,ขอนแกน่,6,ชุมแพ,หอประชุมอำเภอชุมแพ
6,ขอนแกน่,7,หนองเรือ,หอประชุมอำเภอหนองเรือ
6,ขอนแกน่,8,พล,หอประชุมอำเภอพล
6,ขอนแกน่,9,หนองสองห้อง,หอประชุมอำเภอหนองสองห้อง
6,ขอนแกน่,10,บ้านไผ่,หอประชุมอำเภอบ้านไผ่
7,จนัทบุรี,1,เมืองจนัทบุรี,อาคารอเนกประสงค์ เทศบาลตำบลพลับพลานารายณ์
7,จนัทบุรี,2,ท่าใหม่,"อาคารอเนกประสงค์ โรงเรียนท่าใหม่ ""พูลสวัสดิ์ราชนุกลู"""
7,จนัทบุรี,3,มะขาม,ศาลาประชาคมอำเภอมะขาม (ชั้นล่าง)
8,ฉะเชิงเทรา,1,เมืองฉะเชิงเทรา,อาคารศาลาไทย (จัตุรมุข) และสนามบริเวณหน้าอาคารศาลาไทย หน้าศาลากลางจังหวัดฉะเชิงเทรา
8,ฉะเชิงเทรา,2,บางน้ำเปรี้ยว,หอประชุมที่ว่าการอำเภอบางน้ำเปรี้ยว
8,ฉะเชิงเทรา,3,สนามชัยเขต,หอประชุมที่ว่าการอำเภอสนามชัยเขต
8,ฉะเชิงเทรา,4,บางปะกง,หอประชุมที่ว่าการอำเภอบางปะกง
9,ชลบุรี,1,เมืองชลบุรี,ศาลาประชาคมเทศบาลเมืองบ้านสวน
9,ชลบุรี,2,เมืองชลบุรี,ศาลารวมใจชน
9,ชลบุรี,3,พนัสนิคม,ศาลาประชาคมที่ว่าการอำเภอพนัสนิคม
9,ชลบุรี,4,บ้านบึง,โรงเรียนอนุบาลบ้านบึง (อำนาจคณูปถมัภ์)
9,ชลบุรี,5,ศรีราชา,โรงเรียนเทศบาลบ้านศรีมหาราชา
9,ชลบุรี,6,บางละมุง,สนามกฬีาโรงเรียนบางละมุง
9,ชลบุรี,7,บางละมุง,สวนสาธารณะเฉลิมพระเกยีรติ 82 พรรษา ภูมิพลมหาราชา เทศบาลเมืองหนองปรือ
9,ชลบุรี,8,สัตหีบ,สนามกฬีาโดม 61 โรงเรียนสิงห์สมุทร
10,ชัยนาท,1,เมืองชัยนาท,หอประชุมโรงเรียนชัยนาทพิทยาคม
10,ชัยนาท,2,หันคา,หอประชุมโรงเรียนหันคาพิทยาคม
11,ชัยภูมิ,1,เมืองชัยภูมิ,หอประชุมอำเภอเมืองชัยภูมิ
11,ชัยภูมิ,2,จตัุรัส,หอประชุมอำเภอจตัุรัส
11,ชัยภูมิ,3,เทพสถติ,หอประชุมอำเภอเทพสถติ
11,ชัยภูมิ,4,หนองบัวแดง,หอประชุมอำเภอหนองบัวแดง
11,ชัยภูมิ,5,ภูเขยีว,หอประชุมอำเภอภูเขยีว
11,ชัยภูมิ,6,แกง้คร้อ,หอประชุมอำเภอแกง้คร้อ
12,ชุมพร,1,เมืองชุมพร,อาคาร 9 โรงเรียนสอาดเผดิมวิทยา ตำบลท่าตะเภา
12,ชุมพร,2,ท่าแซะ,อาคารอเนกประสงค์ โรงเรียนอนุบาลท่าแซะ ตำบลท่าแซะ
12,ชุมพร,3,หลังสวน,ศาลาอเนกประสงค์อำเภอหลังสวน ตำบลหลังสวน
13,เชียงราย,1,เมืองเชียงราย,หอประชุมที่ว่าการอำเภอเมืองเชียงราย
13,เชียงราย,2,แม่สรวย,หอประชุมที่ว่าการอำเภอแม่สรวย
13,เชียงราย,3,พาน,หอประชุมองค์การบริหารส่วนตำบลเมืองพาน
13,เชียงราย,4,เทิง,หอประชุมที่ว่าการอำเภอเทิง
13,เชียงราย,5,เชียงของ,หอประชุมที่ว่าการอำเภอเชียงของ
13,เชียงราย,6,แม่สาย,หอประชุมที่ว่าการอำเภอแม่สาย
13,เชียงราย,7,แม่จนั,หอประชุมที่ว่าการอำเภอแม่จนั
14,เชียงใหม่,1,เมืองเชียงใหม่,อาคาร SME ศูนย์การประชุมและแสดงสินค้านานาชาติเฉลิมพระเกียรติ 7 รอบพระชนมพรรษา
14,เชียงใหม่,2,หางดง,สนามกฬีาเทศบาล เทศบาลตำบลสันผักหวาน
14,เชียงใหม่,3,สันกำแพง,สำนักงานเทศบาลเมืองตันเปา
14,เชียงใหม่,4,สันทราย,ที่ว่าการอำเภอสันทราย
14,เชียงใหม่,5,แม่ริม,หอประชุมที่ว่าการอำเภอแม่ริม
